"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Females - 2022","2022","Dún Laoghaire-Mount Town, Dún Laoghaire-Rathdown","Number","1007"
"Females - 2022","2022","Dún Laoghaire-Sallynoggin East, Dún Laoghaire-Rathdown","Number","1560"
"Females - 2022","2022","Dún Laoghaire-Sallynoggin South, Dún Laoghaire-Rathdown","Number","729"
"Females - 2022","2022","Dún Laoghaire-Sallynoggin West, Dún Laoghaire-Rathdown","Number","2224"
"Females - 2022","2022","Dún Laoghaire-Salthill, Dún Laoghaire-Rathdown","Number","899"
"Females - 2022","2022","Dún Laoghaire-Sandycove, Dún Laoghaire-Rathdown","Number","1921"
"Females - 2022","2022","Dún Laoghaire-West Central, Dún Laoghaire-Rathdown","Number","1439"
"Females - 2022","2022","Foxrock-Beechpark, Dún Laoghaire-Rathdown","Number","909"
"Females - 2022","2022","Foxrock-Carrickmines, Dún Laoghaire-Rathdown","Number","3297"
"Females - 2022","2022","Foxrock-Deansgrange, Dún Laoghaire-Rathdown","Number","1316"
"Females - 2022","2022","Foxrock-Torquay, Dún Laoghaire-Rathdown","Number","823"
"Females - 2022","2022","Glencullen, Dún Laoghaire-Rathdown","Number","12125"
"Females - 2022","2022","Killiney North, Dún Laoghaire-Rathdown","Number","1752"
"Females - 2022","2022","Killiney South, Dún Laoghaire-Rathdown","Number","3384"
"Females - 2022","2022","Shankill-Rathmichael, Dún Laoghaire-Rathdown","Number","3002"
"Females - 2022","2022","Shankill-Rathsallagh, Dún Laoghaire-Rathdown","Number","1681"
"Females - 2022","2022","Shankill-Shanganagh, Dún Laoghaire-Rathdown","Number","2805"
"Females - 2022","2022","Stillorgan-Deerpark, Dún Laoghaire-Rathdown","Number","1581"
"Females - 2022","2022","Stillorgan-Kilmacud, Dún Laoghaire-Rathdown","Number","2168"
"Females - 2022","2022","Stillorgan-Leopardstown, Dún Laoghaire-Rathdown","Number","1505"
"Females - 2022","2022","Stillorgan-Merville, Dún Laoghaire-Rathdown","Number","1752"
"Females - 2022","2022","Stillorgan-Mount Merrion, Dún Laoghaire-Rathdown","Number","1301"
"Females - 2022","2022","Stillorgan-Priory, Dún Laoghaire-Rathdown","Number","1185"
"Females - 2022","2022","Tibradden, Dún Laoghaire-Rathdown","Number","514"
"Females - 2022","2022","Athy East Urban, Kildare","Number","2131"
"Females - 2022","2022","Athy Rural, Kildare","Number","2280"
"Females - 2022","2022","Athy West Urban, Kildare","Number","1585"
"Females - 2022","2022","Ballaghmoon, Kildare","Number","113"
"Females - 2022","2022","Ballitore, Kildare","Number","616"
"Females - 2022","2022","Ballybrackan, Kildare","Number","309"
"Females - 2022","2022","Ballymore Eustace, Kildare","Number","812"
"Females - 2022","2022","Ballynadrumny, Kildare","Number","270"
"Females - 2022","2022","Ballysax East, Kildare","Number","1052"
"Females - 2022","2022","Ballysax West, Kildare","Number","612"
"Females - 2022","2022","Ballyshannon, Kildare","Number","913"
"Females - 2022","2022","Balraheen, Kildare","Number","1049"
"Females - 2022","2022","Belan, Kildare","Number","148"
"Females - 2022","2022","Bert, Kildare","Number","85"
"Females - 2022","2022","Bodenstown, Kildare","Number","2565"
"Females - 2022","2022","Burtown, Kildare","Number","200"
"Females - 2022","2022","Cadamstown, Kildare","Number","765"
"Females - 2022","2022","Carbury, Kildare","Number","1166"
"Females - 2022","2022","Carnalway, Kildare","Number","1028"
"Females - 2022","2022","Carragh, Kildare","Number","896"
"Females - 2022","2022","Carrick, Kildare","Number","157"
"Females - 2022","2022","Carrigeen, Kildare","Number","322"
"Females - 2022","2022","Castledermot, Kildare","Number","921"
"Females - 2022","2022","Celbridge, Kildare","Number","8010"
"Females - 2022","2022","Churchtown, Kildare","Number","282"
"Females - 2022","2022","Clane, Kildare","Number","4518"
"Females - 2022","2022","Cloncurry, Kildare, 087026","Number","803"
"Females - 2022","2022","Cloncurry, Kildare, 087027","Number","250"
"Females - 2022","2022","Donadea, Kildare","Number","422"
"Females - 2022","2022","Donaghcumper, Kildare","Number","3362"
"Females - 2022","2022","Donore, Kildare","Number","449"
"Females - 2022","2022","Downings, Kildare","Number","1536"
"Females - 2022","2022","Drehid, Kildare","Number","129"
"Females - 2022","2022","Droichead Nua (Newbridge) Rural, Kildare","Number","1423"
"Females - 2022","2022","Droichead Nua (Newbridge) Urban, Kildare","Number","3971"
"Females - 2022","2022","Dunfierth, Kildare","Number","372"
"Females - 2022","2022","Dunmanoge, Kildare","Number","215"
"Females - 2022","2022","Dunmurry, Kildare","Number","240"
"Females - 2022","2022","Feighcullen, Kildare","Number","315"
"Females - 2022","2022","Fontstown, Kildare","Number","232"
"Females - 2022","2022","Gilltown, Kildare","Number","516"
"Females - 2022","2022","Graney, Kildare","Number","411"
"Females - 2022","2022","Grangemellon, Kildare","Number","315"
"Females - 2022","2022","Harristown, Kildare","Number","227"
"Females - 2022","2022","Inchaquire, Kildare","Number","108"
"Females - 2022","2022","Johnstown, Kildare","Number","99"
"Females - 2022","2022","Kilberry, Kildare","Number","295"
"Females - 2022","2022","Kilcock, Kildare","Number","4582"
"Females - 2022","2022","Kilcullen, Kildare","Number","1881"
"Females - 2022","2022","Kildangan, Kildare","Number","379"
"Females - 2022","2022","Kildare, Kildare","Number","5918"
"Females - 2022","2022","Kilkea, Kildare","Number","205"
"Females - 2022","2022","Kill, Kildare","Number","2818"
"Females - 2022","2022","Killashee, Kildare","Number","219"
"Females - 2022","2022","Killinthomas, Kildare","Number","202"
"Females - 2022","2022","Kilmeage North, Kildare","Number","1361"
"Females - 2022","2022","Kilmeage South, Kildare","Number","1145"
"Females - 2022","2022","Kilpatrick, Kildare","Number","477"
"Females - 2022","2022","Kilrainy, Kildare","Number","388"
"Females - 2022","2022","Kilrush, Kildare","Number","357"
"Females - 2022","2022","Kilteel, Kildare","Number","313"
"Females - 2022","2022","Lackagh, Kildare","Number","411"
"Females - 2022","2022","Ladytown, Kildare","Number","499"
"Females - 2022","2022","Leixlip, Kildare","Number","8478"
"Females - 2022","2022","Lullymore, Kildare","Number","94"
"Females - 2022","2022","Maynooth, Kildare","Number","9359"
"Females - 2022","2022","Monasterevin, Kildare","Number","3028"
"Females - 2022","2022","Moone, Kildare","Number","239"
"Females - 2022","2022","Morristownbiller, Kildare","Number","8160"
"Females - 2022","2022","Naas Rural, Kildare","Number","1716"
"Females - 2022","2022","Naas Urban, Kildare","Number","13369"
"Females - 2022","2022","Narraghmore, Kildare","Number","420"
"Females - 2022","2022","Newtown, Kildare","Number","501"
"Females - 2022","2022","Nurney, Kildare","Number","591"
"Females - 2022","2022","Oldconnell, Kildare","Number","514"
"Females - 2022","2022","Oughterard, Kildare","Number","403"
"Females - 2022","2022","Pollardstown, Kildare","Number","170"
"Females - 2022","2022","Quinsborough, Kildare","Number","87"
"Females - 2022","2022","Rathangan, Kildare","Number","1611"
"Females - 2022","2022","Rathernan, Kildare","Number","333"
"Females - 2022","2022","Rathmore, Kildare","Number","580"
"Females - 2022","2022","Robertstown, Kildare","Number","1185"
"Females - 2022","2022","Skerries, Kildare","Number","358"
"Females - 2022","2022","Straffan, Kildare","Number","1253"
"Females - 2022","2022","Thomastown, Kildare","Number","498"
"Females - 2022","2022","Timahoe North, Kildare","Number","596"
"Females - 2022","2022","Timahoe South, Kildare","Number","419"
"Females - 2022","2022","Usk, Kildare","Number","281"
"Females - 2022","2022","Windmill Cross, Kildare","Number","617"
"Females - 2022","2022","Aghaviller, Kilkenny","Number","239"
"Females - 2022","2022","Aglish, Kilkenny","Number","477"
"Females - 2022","2022","Attanagh, Kilkenny","Number","207"
"Females - 2022","2022","Balleen, Kilkenny","Number","250"
"Females - 2022","2022","Ballinamara, Kilkenny","Number","191"
"Females - 2022","2022","Ballincrea, Kilkenny","Number","171"
"Females - 2022","2022","Ballybeagh, Kilkenny","Number","159"
"Females - 2022","2022","Ballycallan, Kilkenny","Number","221"
"Females - 2022","2022","Ballyconra, Kilkenny","Number","120"
"Females - 2022","2022","Ballyhale, Kilkenny","Number","227"
"Females - 2022","2022","Ballyragget, Kilkenny","Number","800"
"Females - 2022","2022","Ballyvool, Kilkenny","Number","100"
"Females - 2022","2022","Baunmore, Kilkenny","Number","56"
"Females - 2022","2022","Bennettsbridge, Kilkenny","Number","590"
"Females - 2022","2022","Boolyglass, Kilkenny","Number","73"
"Females - 2022","2022","Bramblestown, Kilkenny","Number","141"
"Females - 2022","2022","Brownsford, Kilkenny","Number","63"
"Females - 2022","2022","Burnchurch, Kilkenny","Number","314"
"Females - 2022","2022","Callan Rural, Kilkenny","Number","987"
"Females - 2022","2022","Callan Urban, Kilkenny","Number","990"
"Females - 2022","2022","Castlebanny, Kilkenny","Number","77"
"Females - 2022","2022","Castlecomer, Kilkenny","Number","1191"
"Females - 2022","2022","Castlegannon, Kilkenny","Number","81"
"Females - 2022","2022","Clara, Kilkenny","Number","373"
"Females - 2022","2022","Clogh, Kilkenny","Number","630"
"Females - 2022","2022","Clogharinka, Kilkenny","Number","126"
"Females - 2022","2022","Clomantagh, Kilkenny","Number","186"
"Females - 2022","2022","Coolaghmore, Kilkenny","Number","241"
"Females - 2022","2022","Coolcraheen, Kilkenny","Number","271"
"Females - 2022","2022","Coolhill, Kilkenny","Number","149"
"Females - 2022","2022","Danesfort, Kilkenny","Number","236"
"Females - 2022","2022","Dunbell, Kilkenny","Number","251"
"Females - 2022","2022","Dunkitt, Kilkenny","Number","486"
"Females - 2022","2022","Dunmore, Kilkenny","Number","351"
"Females - 2022","2022","Dunnamaggan, Kilkenny","Number","216"
"Females - 2022","2022","Dysartmoon, Kilkenny","Number","137"
"Females - 2022","2022","Earlstown, Kilkenny","Number","118"
"Females - 2022","2022","Ennisnag, Kilkenny","Number","269"
"Females - 2022","2022","Famma, Kilkenny","Number","165"
"Females - 2022","2022","Farnoge, Kilkenny","Number","163"
"Females - 2022","2022","Fiddown, Kilkenny","Number","517"
"Females - 2022","2022","Freaghana, Kilkenny","Number","123"
"Females - 2022","2022","Freshford, Kilkenny","Number","469"
"Females - 2022","2022","Galmoy, Kilkenny","Number","181"
"Females - 2022","2022","Glashare, Kilkenny","Number","154"
"Females - 2022","2022","Goresbridge, Kilkenny","Number","273"
"Females - 2022","2022","Gowran, Kilkenny","Number","813"
"Females - 2022","2022","Graiguenamanagh, Kilkenny","Number","930"
"Females - 2022","2022","Grange, Kilkenny","Number","443"
"Females - 2022","2022","Inistioge, Kilkenny","Number","427"
"Females - 2022","2022","Jerpoint Church, Kilkenny","Number","499"
"Females - 2022","2022","Jerpoint West, Kilkenny","Number","136"
"Females - 2022","2022","Johnstown, Kilkenny","Number","430"
"Females - 2022","2022","Kells, Kilkenny","Number","325"
"Females - 2022","2022","Kilbeacon, Kilkenny","Number","98"
"Females - 2022","2022","Kilbride, Kilkenny","Number","196"
"Females - 2022","2022","Kilcolumb, Kilkenny","Number","293"
"Females - 2022","2022","Kilculliheen, Kilkenny","Number","2999"
"Females - 2022","2022","Kilfane, Kilkenny","Number","142"
"Females - 2022","2022","Kilkeasy, Kilkenny","Number","197"
"Females - 2022","2022","Kilkenny No. 1 Urban, Kilkenny","Number","2874"
"Females - 2022","2022","Kilkenny No. 2 Urban, Kilkenny","Number","2150"
"Females - 2022","2022","Kilkenny Rural, Kilkenny","Number","9655"
"Females - 2022","2022","Kilkieran, Kilkenny","Number","350"
"Females - 2022","2022","Killahy, Kilkenny","Number","329"
"Females - 2022","2022","Killamery, Kilkenny","Number","117"
"Females - 2022","2022","Kilmacar, Kilkenny","Number","227"
"Females - 2022","2022","Kilmaganny, Kilkenny","Number","346"
"Females - 2022","2022","Kilmakevoge, Kilkenny","Number","208"
"Females - 2022","2022","Kilmanagh, Kilkenny","Number","275"
"Females - 2022","2022","Kiltorcan, Kilkenny","Number","85"
"Females - 2022","2022","Knocktopher, Kilkenny","Number","267"
"Females - 2022","2022","Lisdowney, Kilkenny","Number","143"
"Females - 2022","2022","Listerlin, Kilkenny","Number","208"
"Females - 2022","2022","Mallardstown, Kilkenny","Number","102"
"Females - 2022","2022","Moneenroe, Kilkenny","Number","644"
"Females - 2022","2022","Mothell, Kilkenny","Number","232"
"Females - 2022","2022","Muckalee, Kilkenny, 097078","Number","85"
"Females - 2022","2022","Muckalee, Kilkenny, 097079","Number","325"
"Females - 2022","2022","Odagh, Kilkenny","Number","224"
"Females - 2022","2022","Outrath, Kilkenny","Number","371"
"Females - 2022","2022","Paulstown, Kilkenny","Number","529"
"Females - 2022","2022","Pilltown, Kilkenny","Number","985"
"Females - 2022","2022","Pleberstown, Kilkenny","Number","103"
"Females - 2022","2022","Pollrone, Kilkenny","Number","746"
"Females - 2022","2022","Portnascully, Kilkenny","Number","565"
"Females - 2022","2022","Powerstown, Kilkenny","Number","262"
"Females - 2022","2022","Rathbeagh, Kilkenny","Number","129"
"Females - 2022","2022","Rathcoole, Kilkenny","Number","255"
"Females - 2022","2022","Rathealy, Kilkenny","Number","109"
"Females - 2022","2022","Rathpatrick, Kilkenny","Number","545"
"Females - 2022","2022","Rosbercon Rural, Kilkenny","Number","354"
"Females - 2022","2022","Rossinan, Kilkenny","Number","372"
"Females - 2022","2022","Scotsborough, Kilkenny","Number","79"
"Females - 2022","2022","Shanbogh, Kilkenny","Number","256"
"Females - 2022","2022","Shankill, Kilkenny","Number","452"
"Females - 2022","2022","St. Canice, Kilkenny","Number","301"
"Females - 2022","2022","Stonyford, Kilkenny","Number","365"
"Females - 2022","2022","Templeorum, Kilkenny","Number","226"
"Females - 2022","2022","The Rower, Kilkenny","Number","441"
"Females - 2022","2022","Thomastown, Kilkenny","Number","1174"
"Females - 2022","2022","Tiscoffin, Kilkenny","Number","253"
"Females - 2022","2022","Tubbrid, Kilkenny","Number","228"
"Females - 2022","2022","Tubbridbrittain, Kilkenny","Number","153"
"Females - 2022","2022","Tullaghanbrogue, Kilkenny","Number","279"
"Females - 2022","2022","Tullaherin, Kilkenny","Number","108"
"Females - 2022","2022","Tullahought, Kilkenny","Number","124"
"Females - 2022","2022","Tullaroan, Kilkenny","Number","154"
"Females - 2022","2022","Ullard, Kilkenny","Number","148"
"Females - 2022","2022","Ullid, Kilkenny","Number","514"
"Females - 2022","2022","Urlingford, Kilkenny","Number","722"
"Females - 2022","2022","Whitechurch, Kilkenny","Number","220"
"Females - 2022","2022","Woolengrange, Kilkenny","Number","171"
"Females - 2022","2022","Abbeyleix, Laois","Number","1517"
"Females - 2022","2022","Aghmacart, Laois","Number","179"
"Females - 2022","2022","Arderin, Laois","Number","149"
"Females - 2022","2022","Ardough, Laois","Number","172"
"Females - 2022","2022","Arless, Laois","Number","211"
"Females - 2022","2022","Ballickmoyler, Laois","Number","422"
"Females - 2022","2022","Ballinakill, Laois","Number","401"
"Females - 2022","2022","Ballyadams, Laois","Number","220"
"Females - 2022","2022","Ballybrittas, Laois","Number","762"
"Females - 2022","2022","Ballybrophy, Laois","Number","104"
"Females - 2022","2022","Ballycarroll, Laois","Number","194"
"Females - 2022","2022","Ballyfin, Laois","Number","355"
"Females - 2022","2022","Ballylehane, Laois","Number","99"
"Females - 2022","2022","Ballylynan, Laois","Number","756"
